ticker,ym,stock_iq,n_fundos
CESP6,201702,-0.000598491419403898,820
CIEL3,201702,0.000214215261969527,986
CMIG3,201702,-6.73144450236371e-06,304
CMIG4,201702,-0.00217847277373414,858
CPFE3,201702,0.00271645274147657,826
CPLE3,201702,0.000413391252462522,465
CPLE6,201702,-0.00219923815901342,774
CRDE3,201702,-0.000350262993300082,191
CSAN3,201702,-7.4102322777026e-05,892
CSMG3,201702,-0.00156874161542556,807
CSNA3,201702,0.000244850398476968,746
CTIP3,201702,0.00444598369922849,958
CVCB3,201702,-0.000904576800396425,822
CYRE3,201702,-0.00157975967158869,815
DIRR3,201702,-6.44282106836434e-05,465
ECOR3,201702,9.40262160358151e-06,740
EGIE3,201702,-0.000712608865541438,728
ELET3,201702,-0.00189330489100548,839
ELET6,201702,-0.00187998402578246,759
ELPL4,201702,-0.00017509297020126,480
EMBR3,201702,3.90909511624914e-05,795
ENBR3,201702,-0.000875672332102645,760
ENGI11,201702,-0.00100981952198613,753
EQTL3,201702,0.00596434024903717,1065
ESTC3,201702,2.67220250147096e-05,744
EVEN3,201702,7.42717224651988e-05,583
EZTC3,201702,1.94995772831814e-07,585
FIBR3,201702,-0.000730968368772874,798
GFSA3,201702,0.000156097894599031,488
GGBR3,201702,-0.000770029896246331,399
GGBR4,201702,-0.00223490254016947,939
GOAU3,201702,-3.057860506096e-05,114
GOAU4,201702,-0.00267382139529105,840
GOLL4,201702,-5.09907757989059e-05,437
HGTX3,201702,-7.97813907592405e-05,473
HYPE3,201702,0.000613679377888344,905
IDNT3,201702,-0.000327819129212328,217
IGTA3,201702,-0.00104643562768252,701
ITSA4,201702,0.00456992670780462,1021
ITUB3,201702,-0.000605767157781369,368
ITUB4,201702,0.00691858779991852,1050
JBSS3,201702,-0.000856087446393759,812
KLBN11,201702,-0.00206464619727542,860
KROT3,201702,-0.000823553421911154,851
LAME3,201702,-0.000198193049419015,557
LAME4,201702,6.8087434324896e-05,907
LIGT3,201702,-0.00229839830323343,691
LPSB3,201702,-0.000206264064606863,325
LREN3,201702,-0.000702417264935947,986
MAGG3,201702,-0.000175216457791227,241
MDIA3,201702,5.97900804945522e-05,511
MEAL3,201702,0.000192550249537259,436
MPLU3,201702,-0.000111482336623331,456
MRFG3,201702,-0.000206413212188091,707
MRVE3,201702,-0.00132116318640565,880
MULT3,201702,-0.00135278129509862,896
MYPK3,201702,-0.000612887181144413,603
NATU3,201702,6.94728968327184e-05,741
ODPV3,201702,3.80013322227538e-05,394
PCAR4,201702,-0.00126961145482764,799
PETR3,201702,0.000183111502299716,855
PETR4,201702,0.00291151843762483,1091
POMO4,201702,-0.000101576373063289,477
PSSA3,201702,1.32456784252697e-05,569
QUAL3,201702,-0.00271433732672039,848
RADL3,201702,-0.000506205615135305,844
RAPT3,201702,3.67894315731887e-07,233
RENT3,201702,-0.00211255895936729,842
RUMO3,201702,-0.00143476760016886,847
SANB11,201702,-0.00236743609285518,751
SBSP3,201702,0.000765230060779247,890
SEER3,201702,-0.0017992566853391,583
SMLE3,201702,-0.0024222728203892,809
SULA11,201702,6.8484470734499e-05,495
SUZB5,201702,-0.000847758438338079,816
TAEE11,201702,-0.00104565984516304,614
TCSA3,201702,1.29904018955654e-05,458
TECN3,201702,-0.000128261130227341,339
TIET11,201702,-0.000689684448209541,561
TIMP3,201702,-0.00186085495774809,752
TOTS3,201702,-9.48346570272409e-05,458
TUPY3,201702,-0.000745982870573182,553
UGPA3,201702,0.00205082813017215,859
USIM5,201702,2.37160702400165e-05,746
VALE3,201702,0.000778745222373099,852
VALE5,201702,0.00141551771869267,983
VIVT3,201702,-0.000159549521923821,513
VIVT4,201702,-0.000859699875982817,933
VLID3,201702,6.43158558498688e-05,575
VVAR11,201702,-8.64753892332451e-05,327
WEGE3,201702,-0.000884898634924331,782
ABCB4,201703,4.94746801347612e-05,428
ABEV3,201703,0.0014030464029181,867
ALSC3,201703,-0.000251751332870656,610
BBAS3,201703,0.00115316120305598,983
BBDC3,201703,-0.00109168824082491,751
BBDC4,201703,0.00679442594707555,1075
BBSE3,201703,0.00138358950539509,908
BBTG11,201703,-4.93178886198503e-05,404
BEEF3,201703,-0.000468550825193909,583
BRAP4,201703,0.000751851971798886,925
BRFS3,201703,0.000699889625146454,921
BRKM5,201703,-0.00115737848999297,843
BRML3,201703,-0.000548437613333795,930
BRPR3,201703,0.0002181116484598,402
BRSR6,201703,-0.000526705404238907,736
BTOW3,201703,-1.91716793823251e-05,569
BVMF3,201703,0.00239182182158942,1152
CCRO3,201703,-0.000684028274185785,889
CESP6,201703,-0.000794420104236116,809
CIEL3,201703,-0.000210618954921618,939
CLSC4,201703,-1.97268224509116e-05,249
CMIG3,201703,-4.66312790630878e-06,290
CMIG4,201703,-0.00178865071749803,882
CPFE3,201703,0.00233143498180542,835
CPLE3,201703,0.000295577238445061,481
CPLE6,201703,-0.00244879000242633,820
CRDE3,201703,-0.000186590687960654,186
CSAN3,201703,-0.00033132356823349,895
