j,ym,i,cio,n_fundos_i,n_fundos_j
TCSA3,202101,BIDI3,0.845163859841083,433,550
TCSA3,202101,GRND3,0.885194493710435,597,550
TCSA3,202101,GUAR3,0.853756734267358,520,550
TCSA3,202101,HBOR3,0.707086509465032,609,550
TCSA3,202101,NGRD3,0.863415511089577,403,550
TCSA3,202101,SEER3,0.932894801583222,619,550
TCSA3,202102,BBRK3,0.859393012768302,488,570
TCSA3,202102,BIDI3,0.826290145353392,446,570
TCSA3,202102,GRND3,0.874662802853356,597,570
TCSA3,202102,GUAR3,0.831753042947437,589,570
TCSA3,202102,HBOR3,0.932032692261612,584,570
TCSA3,202102,SEER3,0.929813463487753,637,570
TCSA3,202103,BBRK3,0.899553935618095,487,588
TCSA3,202103,BIDI3,0.817898656400152,333,588
TCSA3,202103,GRND3,0.902292186621911,578,588
TCSA3,202103,GUAR3,0.861001458198233,593,588
TCSA3,202103,HBOR3,0.943044374135161,592,588
TCSA3,202104,BBRK3,0.886044204061875,490,623
TCSA3,202104,BIDI3,0.816791224741358,332,623
TCSA3,202104,GRND3,0.911662725090135,623,623
TCSA3,202104,GUAR3,0.876927017542399,654,623
TCSA3,202104,HBOR3,0.889747699008967,634,623
TCSA3,202105,BIDI3,0.792917181550891,337,618
TCSA3,202105,GRND3,0.884961288770644,611,618
TCSA3,202105,GUAR3,0.892921400721418,641,618
TCSA3,202105,HBOR3,0.898180973078839,617,618
TCSA3,202107,BBRK3,0.734661665757924,442,601
TCSA3,202107,DMMO3,0.758157051750526,51,601
TCSA3,202108,BBRK3,0.74202915581677,389,588
TCSA3,202108,BMGB4,0.727594700627305,626,588
TCSA3,202109,BBRK3,0.89761708974177,383,515
TCSA3,202109,GFSA3,0.89316403752477,495,515
TCSA3,202109,LOGG3,0.727955152740742,560,515
TCSA3,202110,GFSA3,0.79961495348058,457,446
TCSA3,202110,LOGG3,0.808920259308707,510,446
TCSA3,202111,GFSA3,0.917046781881464,404,395
TCSA3,202111,LOGG3,0.832354102281955,459,395
TCSA3,202112,GFSA3,0.792060862543273,498,489
TCSA3,202112,LOGG3,0.854628254391677,615,489
TECN3,201702,CYRE3,0.706554823688748,789,346
TECN3,201702,HBOR3,0.830002739559074,392,346
TECN3,201702,PNVL4,0.704875591040638,426,346
TECN3,201703,ANIM3,0.710223805358134,348,328
TECN3,201703,HBOR3,0.866614883055812,391,328
TECN3,201703,PNVL4,0.740205665303327,427,328
TECN3,201704,ANIM3,0.767350023113494,350,235
TECN3,201704,HBOR3,0.875618813367025,396,235
TECN3,201704,PNVL4,0.723393156013402,433,235
TECN3,201705,CYRE3,0.765603069678741,742,229
TECN3,201705,HBOR3,0.92096147776919,258,229
TECN3,201705,PNVL4,0.774463386974392,437,229
TECN3,201706,CYRE3,0.888559437431668,713,235
TECN3,201706,HBOR3,0.924270591003988,190,235
TECN3,201706,PNVL3,0.873626682676452,20,235
TECN3,201706,PNVL4,0.771619979097015,432,235
TECN3,201707,HBOR3,0.965874532240543,102,235
TECN3,201707,PNVL3,0.912254865329015,21,235
TECN3,201707,PNVL4,0.805917038386367,428,235
TECN3,201708,HBOR3,0.776917997366955,99,119
TECN3,201708,PNVL3,0.807851914785192,24,119
TECN3,201708,PNVL4,0.701861695809429,431,119
TECN3,201709,PNVL3,0.763854174745278,24,171
TECN3,201709,PNVL4,0.702332248590712,428,171
TECN3,201710,HBOR3,0.861838331922249,91,172
TECN3,201710,PNVL3,0.761869573035705,34,172
TECN3,201710,PNVL4,0.707518271912346,434,172
TECN3,201711,HBOR3,0.859733390531103,93,169
TECN3,201711,PNVL3,0.805521300370961,25,169
TECN3,201711,PNVL4,0.727959131471089,434,169
TECN3,201712,HBOR3,0.931809612668615,244,162
TECN3,201712,PNVL3,0.845375638164187,23,162
TECN3,201712,PNVL4,0.777078745122251,431,162
TECN3,201801,HBOR3,0.892673770605462,240,160
TECN3,201801,PNVL3,0.805098967469729,23,160
TECN3,201801,PNVL4,0.744690575851438,432,160
TECN3,201802,HBOR3,0.719179388800321,246,80
TECN3,201802,PNVL3,0.827814412288559,24,80
TECN3,201802,PNVL4,0.828968881245487,110,80
TECN3,201803,HBOR3,0.732941082764129,289,81
TECN3,201803,PNVL3,0.82914668779598,60,81
TECN3,201803,PNVL4,0.755112281058878,111,81
TECN3,201804,HBOR3,0.719933513824115,158,145
TECN3,201804,PNVL4,0.75616082439307,427,145
TECN3,201805,HBOR3,0.776524599599423,145,149
TECN3,201805,PNVL4,0.763240360330199,433,149
TECN3,201806,HBOR3,0.780820427776979,149,44
TECN3,201806,PNVL4,0.77113100278891,436,44
TECN3,201807,HBOR3,0.788985216493006,150,43
TECN3,201807,PFRM3,0.738598789119904,23,43
TECN3,201807,PNVL4,0.757689457477585,442,43
TECN3,201808,HBOR3,0.829475335068675,138,42
TECN3,201808,PFRM3,0.94311606770631,20,42
TECN3,201808,PNVL4,0.76689381523631,444,42
TECN3,201809,HBOR3,0.818630636293488,130,42
TECN3,201809,PNVL4,0.773784238409122,443,42
TECN3,201810,HBOR3,0.846161518278524,125,42
TECN3,201810,PNVL4,0.734043365697498,449,42
TECN3,201811,HBOR3,0.89759703127779,177,42
TECN3,201811,PNVL4,0.71752064598825,452,42
TECN3,201812,HBOR3,0.987626690657726,149,43
TECN3,201812,PNVL4,0.728300218089369,459,43
TECN3,201901,HBOR3,0.940287405292127,246,50
TECN3,201902,HBOR3,0.981642839156707,235,50
TECN3,201903,HBOR3,0.993598328012603,58,50
TECN3,201904,HBOR3,0.980822178807515,58,50
TECN3,201905,HBOR3,0.986589838725083,59,50
TECN3,201906,HBOR3,0.978190886041779,59,50
TECN3,201907,HBOR3,0.94410955698184,165,51
TECN3,201908,HBOR3,0.709259491915794,170,51
TECN3,202108,CARD3,0.768451772914966,69,34
TECN3,202108,CPLE3,0.9802091562637,295,34
TECN3,202108,DEXP3,0.954543766761913,100,34
TECN3,202108,ROMI3,0.867742100095679,498,34
TECN3,202109,CARD3,0.769961921794698,107,59
TECN3,202109,CPLE3,0.891003451188974,326,59
TECN3,202109,DEXP3,0.92683720282578,96,59
TECN3,202109,PTBL3,0.895161325480599,517,59
TECN3,202109,RANI3,0.737189086918956,525,59
TECN3,202109,ROMI3,0.903906523476189,515,59
TECN3,202109,SEER3,0.901674022613931,685,59
TECN3,202110,CPLE3,0.909039994778004,276,381
TECN3,202110,DEXP3,0.924853425601661,433,381
TECN3,202110,PTBL3,0.817329817839944,465,381
TECN3,202110,ROMI3,0.840359152003325,473,381
TECN3,202110,SEER3,0.878689362774365,686,381
TECN3,202111,CAML3,0.712979812509536,441,329
TECN3,202111,CPLE3,0.901414770405076,261,329
TECN3,202111,DEXP3,0.913527270716884,405,329
TECN3,202111,ROMI3,0.732233544735938,425,329
TECN3,202111,SEER3,0.957333472056914,619,329
TECN3,202112,BRAP3,0.741745540587159,308,463
TECN3,202112,CAML3,0.841290273666371,553,463
TECN3,202112,CPLE3,0.81289910111606,272,463
TECN3,202112,DEXP3,0.887501408550278,494,463
TECN3,202112,ENAT3,0.812619970844214,598,463
TECN3,202112,SEER3,0.956691710250803,665,463
TEND3,201707,BRPR3,0.74201312113878,466,499
TEND3,201708,ALUP11,0.701357889546122,611,462
TEND3,201711,KLBN11,0.763818335862624,792,449
TEND3,201712,BRPR3,0.748582735181376,422,455
TEND3,201712,CMIG3,0.784913674625098,312,455
TEND3,201712,IDNT3,0.73549895542124,202,455
TEND3,201801,CMIG3,0.719791045478424,313,501
TEND3,201801,IDNT3,0.703347495605054,200,501
TEND3,201803,CMIG3,0.712245239867957,301,513
TEND3,201803,IDNT3,0.707527343513264,40,513
TEND3,201803,MYPK3,0.715054848260076,538,513
TEND3,201804,CMIG3,0.737322974010891,401,548
TEND3,201804,MEAL3,0.705649318563776,553,548
TEND3,201804,MYPK3,0.801347235455318,616,548
TEND3,201805,CMIG3,0.761354581976638,551,573
TEND3,201805,IDNT3,0.727028721872931,200,573
TEND3,201805,MEAL3,0.710974944712763,552,573
TEND3,201805,MYPK3,0.761791536095644,644,573
TEND3,201806,CMIG3,0.830202953971287,554,563
TEND3,201806,CPLE3,0.747787480492681,403,563
TEND3,201806,IDNT3,0.83354073254084,202,563
TEND3,201806,KROT3,0.733205718689349,814,563
TEND3,201806,MEAL3,0.840186294795373,547,563
TEND3,201807,CMIG3,0.874251423337682,563,624
TEND3,201807,IDNT3,0.79605854467441,221,624
TEND3,201807,JBSS3,0.746200706287392,814,624
TEND3,201807,MEAL3,0.892586330088312,560,624
TEND3,201807,MRFG3,0.711658568775787,804,624
TEND3,201807,MYPK3,0.832255222774263,713,624
TEND3,201808,CMIG3,0.870925304942142,558,628
TEND3,201808,IDNT3,0.787614969267412,225,628
TEND3,201808,MEAL3,0.852397964971007,560,628
TEND3,201808,MYPK3,0.799462950900676,649,628
TEND3,201809,CMIG3,0.900192453988593,550,611
TEND3,201809,IDNT3,0.765538278846565,229,611
TEND3,201809,KROT3,0.773968305194432,796,611
TEND3,201809,LIGT3,0.80758836786732,609,611
TEND3,201809,LINX3,0.848605592089804,591,611
TEND3,201809,MEAL3,0.907808628184093,545,611
TEND3,201809,MYPK3,0.773978306468866,627,611
TEND3,201809,PCAR4,0.710392758696761,896,611
TEND3,201810,BRDT3,0.773092343183715,517,540
TEND3,201810,CMIG3,0.841147659047538,552,540
TEND3,201810,DTEX3,0.821606742337497,515,540
TEND3,201810,GUAR3,0.829625673598228,370,540
TEND3,201810,IDNT3,0.751317373092481,232,540
TEND3,201810,JBSS3,0.746894435867978,796,540
TEND3,201810,LINX3,0.732478787601584,598,540
TEND3,201810,MEAL3,0.910178959099347,412,540
TEND3,201810,MYPK3,0.894200639636159,621,540
TEND3,201810,PCAR4,0.712622431175333,880,540
TEND3,201811,BRDT3,0.804217717245303,764,522
TEND3,201811,CMIG3,0.82777965017995,660,522
TEND3,201811,CRFB3,0.731851897908752,625,522
TEND3,201811,DTEX3,0.876854514823012,609,522
TEND3,201811,GUAR3,0.728374958315388,449,522
TEND3,201811,MEAL3,0.910013125178972,435,522
TEND3,201811,MYPK3,0.823549065363589,648,522
TEND3,201811,PCAR4,0.713882700071548,943,522
TEND3,201811,SAPR11,0.734507074456874,524,522
TEND3,201812,BRDT3,0.84177417794884,827,520
TEND3,201812,CMIG3,0.890266056175117,614,520
TEND3,201812,CRFB3,0.832798455293471,667,520
TEND3,201812,CSMG3,0.74207693407689,738,520
TEND3,201812,DTEX3,0.898383322860007,625,520
TEND3,201812,GUAR3,0.79837052025626,465,520
TEND3,201812,KROT3,0.771070576595562,859,520
TEND3,201812,LINX3,0.722169083724527,740,520
TEND3,201812,MEAL3,0.918397549367831,437,520
TEND3,201812,MYPK3,0.860800841874119,655,520
TEND3,201812,PCAR4,0.724022640703868,903,520
TEND3,201812,SAPR11,0.759599308482646,557,520
TEND3,201901,AALR3,0.788959651698919,456,520
TEND3,201901,BPAC11,0.83858740186991,490,520
TEND3,201901,BRDT3,0.795666219095359,880,520
TEND3,201901,CCRO3,0.824160715911416,894,520
TEND3,201901,CMIG3,0.902338247165863,616,520
TEND3,201901,DTEX3,0.920370994716441,614,520
TEND3,201901,GUAR3,0.846986220605959,540,520
TEND3,201901,KROT3,0.858475233437949,864,520
TEND3,201901,LINX3,0.730196643017625,724,520
TEND3,201901,MEAL3,0.924011297450827,462,520
TEND3,201901,MYPK3,0.867691686303076,624,520
TEND3,201901,PCAR4,0.834657492323589,900,520
TEND3,201901,SAPR11,0.737591686213186,595,520
TEND3,201902,BPAC11,0.746151730683301,559,610
TEND3,201902,CCRO3,0.744379456288421,924,610
TEND3,201902,CMIG3,0.845859259055267,647,610
TEND3,201902,DTEX3,0.879966245068605,669,610
TEND3,201902,ELET3,0.801060295288746,946,610
TEND3,201902,GUAR3,0.743298177891513,561,610
TEND3,201902,KROT3,0.80692009852396,924,610
TEND3,201902,MEAL3,0.867913874357143,498,610
TEND3,201902,MYPK3,0.810003191861986,667,610
TEND3,201902,PCAR4,0.829549448144659,984,610
TEND3,201902,SAPR11,0.846440317377422,721,610
TEND3,201903,AALR3,0.721228443946214,476,537
TEND3,201903,CMIG3,0.839379548558418,658,537
TEND3,201903,DTEX3,0.807185498633066,573,537
TEND3,201903,ELET3,0.756420777455947,973,537
TEND3,201903,MEAL3,0.84600150460086,455,537
TEND3,201903,MYPK3,0.778019625098387,621,537
TEND3,201903,PCAR4,0.742417738465766,974,537
TEND3,201903,SAPR11,0.800585121832067,715,537
TEND3,201904,AALR3,0.759699205185568,476,514
TEND3,201904,CCRO3,0.743647556826317,911,514
TEND3,201904,CMIG3,0.8957536331095,659,514
TEND3,201904,DTEX3,0.877429664888349,573,514
TEND3,201904,ECOR3,0.702717086966464,775,514
TEND3,201904,ENBR3,0.724333420878964,860,514
TEND3,201904,GUAR3,0.777319507648879,516,514
TEND3,201904,LINX3,0.775132700772059,775,514
TEND3,201904,MEAL3,0.915018662438815,407,514
TEND3,201904,MYPK3,0.904034703454583,572,514
TEND3,201904,PCAR4,0.798475874619959,952,514
TEND3,201904,SAPR11,0.833420760566576,669,514
TEND3,201905,CPLE3,0.829244657276768,446,523
TEND3,201905,DTEX3,0.882216084078756,476,523
TEND3,201905,ECOR3,0.702293241128291,791,523
TEND3,201905,GUAR3,0.876235082222459,447,523
TEND3,201905,LINX3,0.767676820890802,729,523
TEND3,201905,MEAL3,0.857403900931455,408,523
TEND3,201905,MYPK3,0.880880725326725,555,523
TEND3,201905,PCAR4,0.707885243319744,980,523
TEND3,201906,CCRO3,0.743684479617803,869,580
TEND3,201906,CPLE3,0.857419570820357,408,580
TEND3,201906,DTEX3,0.886034362206717,492,580
TEND3,201906,ECOR3,0.766706611365962,798,580
TEND3,201906,GUAR3,0.850291210693171,434,580
TEND3,201906,LINX3,0.767871029695308,753,580
TEND3,201906,MEAL3,0.863947782901511,407,580
TEND3,201906,MYPK3,0.885271631836545,517,580
TEND3,201907,AALR3,0.734043689549202,480,612
TEND3,201907,ALSC3,0.761924123395302,640,612
TEND3,201907,CMIG3,0.715956118462962,678,612
TEND3,201907,CPFE3,0.70374721829289,912,612
TEND3,201907,CPLE3,0.804201542343768,408,612
TEND3,201907,DTEX3,0.862629938382577,584,612
TEND3,201907,ECOR3,0.780669893050558,814,612
TEND3,201907,ELET3,0.762705490956255,958,612
TEND3,201907,GUAR3,0.837123952339786,482,612
TEND3,201907,LINX3,0.726219378374277,825,612
TEND3,201907,MEAL3,0.880349611110891,485,612
TEND3,201907,MYPK3,0.899390619375983,586,612
TEND3,201908,AALR3,0.750626403290937,473,636
TEND3,201908,CMIG3,0.710261967645157,664,636
TEND3,201908,DTEX3,0.90064004473083,665,636
TEND3,201908,ECOR3,0.829725679228494,867,636
TEND3,201908,ELET3,0.75939421901224,949,636
TEND3,201908,GUAR3,0.86954661742872,667,636
TEND3,201908,LINX3,0.792335354471836,760,636
TEND3,201908,MEAL3,0.850186574648386,601,636
TEND3,201908,MYPK3,0.895238332531771,686,636
TEND3,201908,NEOE3,0.761735344967996,833,636
TEND3,201908,SULA11,0.791884621600465,656,636
TEND3,201909,AALR3,0.802566144459077,474,629
TEND3,201909,ALSO3,0.779841320610496,666,629
TEND3,201909,CPLE3,0.768557424904937,413,629
TEND3,201909,DTEX3,0.875174920081264,650,629
TEND3,201909,ECOR3,0.738345299856025,875,629
TEND3,201909,GUAR3,0.829991798784746,641,629
TEND3,201909,MEAL3,0.839765703437144,573,629
TEND3,201909,MYPK3,0.858112331163194,641,629
TEND3,201909,NEOE3,0.724339101258551,791,629
TEND3,201909,SULA11,0.744487382820734,753,629
TEND3,201910,AALR3,0.701663160879547,473,620
TEND3,201910,ALSO3,0.750591148800641,682,620
TEND3,201910,CPLE3,0.767115114237357,409,620
TEND3,201910,DTEX3,0.861453284769138,624,620
TEND3,201910,GUAR3,0.790211702118316,571,620
TEND3,201910,MEAL3,0.804345040178714,572,620
TEND3,201910,MYPK3,0.813959576329772,570,620
TEND3,201910,NEOE3,0.726923176110949,748,620
TEND3,201911,AALR3,0.74623005155512,404,564
TEND3,201911,ALSO3,0.771438778012385,698,564
TEND3,201911,BPAC11,0.727762796803251,940,564
TEND3,201911,CIEL3,0.846906287570323,840,564
TEND3,201911,CPLE3,0.821585229227853,326,564
TEND3,201911,DTEX3,0.850310173158311,574,564
TEND3,201911,ECOR3,0.820932423226618,875,564
TEND3,201911,GUAR3,0.818163999168283,513,564
TEND3,201911,IDNT3,0.728058802685217,222,564
TEND3,201911,LINX3,0.751037181843572,670,564
TEND3,201911,MEAL3,0.861957121611729,532,564
TEND3,201911,MYPK3,0.80866275903004,523,564
TEND3,201911,NEOE3,0.779034913469913,732,564
TEND3,201911,SBSP3,0.801632765163413,945,564
TEND3,201912,CIEL3,0.750157318305629,859,582
TEND3,201912,CPLE3,0.736974102219737,331,582
TEND3,201912,CYRE3,0.745094058263699,937,582
TEND3,201912,DTEX3,0.788096161273649,563,582
TEND3,201912,ECOR3,0.719156853113301,836,582
TEND3,201912,GUAR3,0.732278856503724,528,582
TEND3,201912,IDNT3,0.704732356431472,228,582
TEND3,201912,LINX3,0.724214021079049,669,582
TEND3,201912,MEAL3,0.784390338959871,537,582
TEND3,201912,MYPK3,0.772910803434494,529,582
TEND3,201912,QUAL3,0.705620044415691,857,582
TEND3,201912,SBSP3,0.715251015846627,923,582
TEND3,202112,ENJU3,0.736793493310895,820,773
TEND3,202112,HBRE3,0.735306785044082,527,773
TEND3,202112,HYPE3,0.705563133613999,1232,773
TEND3,202112,LAVV3,0.716118553941116,705,773
TGMA3,201804,CPLE3,0.72966428416682,392,451
TGMA3,201804,TEND3,0.702962841679952,548,451
TGMA3,201806,KROT3,0.742921045148055,814,461
TGMA3,201806,MEAL3,0.729049638068925,547,461
TGMA3,201806,TEND3,0.748190586539508,563,461
TGMA3,201807,MEAL3,0.726979707021164,560,471
TGMA3,201807,TEND3,0.804290760864741,624,471
TGMA3,201808,CMIG3,0.718629228313154,558,459
TGMA3,201808,MEAL3,0.721501717367162,560,459
TGMA3,201808,TEND3,0.83621002357097,628,459
TGMA3,201809,CMIG3,0.780337588122514,550,441
TGMA3,201809,CPLE3,0.79659788420984,417,441
TGMA3,201809,KROT3,0.721227400223097,796,441
TGMA3,201809,LIGT3,0.897089093586522,609,441
TGMA3,201809,LINX3,0.727121084632675,591,441
TGMA3,201809,MEAL3,0.784105230704906,545,441
TGMA3,201809,TEND3,0.847063054586866,611,441
TGMA3,201810,CMIG3,0.744446187105858,552,445
TGMA3,201810,CSMG3,0.75121512918191,646,445
TGMA3,201810,JBSS3,0.729441103233098,796,445
TGMA3,201810,LIGT3,0.86339678023847,591,445
TGMA3,201810,MEAL3,0.742616285340919,412,445
TGMA3,201810,MYPK3,0.808842773705231,621,445
TGMA3,201810,TEND3,0.816803792235537,540,445
TGMA3,201811,BRDT3,0.762055775166015,764,479
TGMA3,201811,CMIG3,0.752074353423453,660,479
TGMA3,201811,CSMG3,0.737708317759121,745,479
TGMA3,201811,DTEX3,0.719347218343461,609,479
TGMA3,201811,GGBR4,0.717024961458649,989,479
TGMA3,201811,MEAL3,0.752237358715674,435,479
TGMA3,201811,MYPK3,0.743362872736265,648,479
TGMA3,201811,SAPR11,0.724917147348786,524,479
TGMA3,201811,TEND3,0.820017439291763,522,479
TGMA3,201812,BRDT3,0.804742778593207,827,506
TGMA3,201812,CMIG3,0.822722912868342,614,506
TGMA3,201812,CRFB3,0.733581423816453,667,506
TGMA3,201812,CSMG3,0.773271872825717,738,506
TGMA3,201812,DTEX3,0.787410925448594,625,506
TGMA3,201812,KROT3,0.714394778271649,859,506
TGMA3,201812,MEAL3,0.802348808053855,437,506
TGMA3,201812,MYPK3,0.803167304801758,655,506
TGMA3,201812,RAIL3,0.755433156444827,965,506
TGMA3,201812,SAPR11,0.781983424113411,557,506
TGMA3,201812,TEND3,0.872828222206063,520,506
TGMA3,201901,AALR3,0.774300224540175,456,513
TGMA3,201901,BPAC11,0.893658706253459,490,513
TGMA3,201901,BRDT3,0.806854415029284,880,513
TGMA3,201901,CCRO3,0.796886442195905,894,513
TGMA3,201901,CMIG3,0.915635444091393,616,513
TGMA3,201901,CSMG3,0.710342517804445,678,513
TGMA3,201901,DTEX3,0.890487887250813,614,513
TGMA3,201901,GUAR3,0.827453029631501,540,513
TGMA3,201901,KROT3,0.834331420375664,864,513
TGMA3,201901,LINX3,0.704735814883675,724,513
TGMA3,201901,MEAL3,0.896556949484282,462,513
TGMA3,201901,MYPK3,0.843466882356832,624,513
TGMA3,201901,PCAR4,0.784319052617803,900,513
TGMA3,201901,SAPR11,0.755551112557161,595,513
TGMA3,201901,TEND3,0.945830326275159,520,513
TGMA3,201902,AALR3,0.703896706099742,464,547
TGMA3,201902,AZUL4,0.726831349037197,865,547
TGMA3,201902,BPAC11,0.847115036545064,559,547
TGMA3,201902,CCRO3,0.732532993724111,924,547
TGMA3,201902,CMIG3,0.882708344288536,647,547
TGMA3,201902,DTEX3,0.853316996441785,669,547
TGMA3,201902,ECOR3,0.79209759987801,893,547
TGMA3,201902,ELET3,0.778057531776781,946,547
TGMA3,201902,GUAR3,0.730372073662704,561,547
TGMA3,201902,KROT3,0.767052075064902,924,547
TGMA3,201902,MEAL3,0.862145151419074,498,547
TGMA3,201902,MYPK3,0.798251070033249,667,547
TGMA3,201902,PCAR4,0.78222311875902,984,547
TGMA3,201902,SAPR11,0.852889799373101,721,547
TGMA3,201902,TEND3,0.907970822308249,610,547
TGMA3,201903,AALR3,0.729417765689076,476,514
TGMA3,201903,AZUL4,0.739484483926796,902,514
TGMA3,201903,BPAC11,0.832407810259011,552,514
TGMA3,201903,CCRO3,0.751056758470814,908,514
TGMA3,201903,CMIG3,0.881229961937105,658,514
TGMA3,201903,DTEX3,0.837444812506879,573,514
TGMA3,201903,ECOR3,0.82557706192508,845,514
TGMA3,201903,ELET3,0.812905654071565,973,514
TGMA3,201903,GUAR3,0.711212096832986,513,514
TGMA3,201903,MEAL3,0.874055499193101,455,514
TGMA3,201903,MYPK3,0.821546898386555,621,514
TGMA3,201903,PCAR4,0.785156292961573,974,514
TGMA3,201903,SAPR11,0.860446160071211,715,514
TGMA3,201903,TEND3,0.886707369878688,537,514
TGMA3,201904,AALR3,0.717189550989953,476,492
TGMA3,201904,AZUL4,0.768008894921524,881,492
TGMA3,201904,CCRO3,0.719690509549153,911,492
TGMA3,201904,CMIG3,0.925447179375973,659,492
TGMA3,201904,DTEX3,0.837852381334358,573,492
TGMA3,201904,ECOR3,0.858592820840064,775,492
TGMA3,201904,GUAR3,0.74116128396524,516,492
TGMA3,201904,LIGT3,0.768467526749253,666,492
TGMA3,201904,LINX3,0.744399105819444,775,492
TGMA3,201904,MEAL3,0.873157908093468,407,492
TGMA3,201904,MYPK3,0.870198435618606,572,492
TGMA3,201904,PCAR4,0.772999271949573,952,492
TGMA3,201904,SAPR11,0.875034457599677,669,492
TGMA3,201904,TEND3,0.871102904829085,514,492
TGMA3,201905,AZUL4,0.783068362152378,857,488
TGMA3,201905,CMIG3,0.799053313793302,649,488
TGMA3,201905,CPLE3,0.86894899883969,446,488
TGMA3,201905,DTEX3,0.856620863227994,476,488
TGMA3,201905,ECOR3,0.874345315972937,791,488
TGMA3,201905,GUAR3,0.859439348888884,447,488
TGMA3,201905,LIGT3,0.860810439182293,633,488
TGMA3,201905,LINX3,0.73978660205079,729,488
TGMA3,201905,MEAL3,0.843974789672265,408,488
TGMA3,201905,MYPK3,0.860844977333422,555,488
TGMA3,201905,TEND3,0.888703321207837,523,488
TGMA3,201906,AZUL4,0.71612888159223,978,503
TGMA3,201906,CCRO3,0.753544766601399,869,503
TGMA3,201906,CMIG3,0.805570623518971,670,503
TGMA3,201906,CPFE3,0.716788666527412,455,503
TGMA3,201906,CPLE3,0.883429195979333,408,503
TGMA3,201906,DTEX3,0.89225369649566,492,503
TGMA3,201906,ECOR3,0.88881301127699,798,503
TGMA3,201906,GUAR3,0.861170860132796,434,503
TGMA3,201906,LINX3,0.764087463459746,753,503
TGMA3,201906,MEAL3,0.872647514558357,407,503
TGMA3,201906,MYPK3,0.892731068273965,517,503
TGMA3,201906,NATU3,0.716822201946778,874,503
TGMA3,201906,TEND3,0.921330827173145,580,503
TGMA3,201907,AALR3,0.734797260300295,480,564
TGMA3,201907,ALSC3,0.760392717725781,640,564
TGMA3,201907,CMIG3,0.804323263985581,678,564
TGMA3,201907,CPFE3,0.771646602134348,912,564
TGMA3,201907,CPLE3,0.790723025942151,408,564
TGMA3,201907,DTEX3,0.869698824622034,584,564
TGMA3,201907,ECOR3,0.848965689184649,814,564
TGMA3,201907,ELET3,0.769185249505052,958,564
TGMA3,201907,GUAR3,0.845321935887089,482,564
TGMA3,201907,LINX3,0.727962003029372,825,564
TGMA3,201907,MEAL3,0.878050990277781,485,564
TGMA3,201907,MYPK3,0.900539652036327,586,564
TGMA3,201907,NEOE3,0.714292037307192,805,564
TGMA3,201907,TEND3,0.939221680567018,612,564
TGMA3,201908,CMIG3,0.811558512786917,664,581
TGMA3,201908,CPLE3,0.727415502770689,410,581
TGMA3,201908,DTEX3,0.883501529738584,665,581
TGMA3,201908,ECOR3,0.862017761438673,867,581
TGMA3,201908,ELET3,0.739966246237542,949,581
TGMA3,201908,GUAR3,0.865896627622123,667,581
TGMA3,201908,LINX3,0.748246441270976,760,581
TGMA3,201908,MEAL3,0.855854297318725,601,581
TGMA3,201908,MYPK3,0.882330611200874,686,581
TGMA3,201908,NEOE3,0.767430480867611,833,581
TGMA3,201908,SULA11,0.761052380613672,656,581
TGMA3,201908,TEND3,0.881429693578533,636,581
TGMA3,201909,AALR3,0.795002185799217,474,580
TGMA3,201909,ALSO3,0.757645785291681,666,580
TGMA3,201909,CMIG3,0.728611270331482,656,580
TGMA3,201909,CPLE3,0.832282478877091,413,580
TGMA3,201909,DTEX3,0.864259511942296,650,580
TGMA3,201909,ECOR3,0.794456076728563,875,580
TGMA3,201909,GUAR3,0.822574237548151,641,580
TGMA3,201909,MEAL3,0.845878152307535,573,580
TGMA3,201909,MYPK3,0.851868695901814,641,580
TGMA3,201909,NEOE3,0.727535664437589,791,580
TGMA3,201909,SULA11,0.735661292060354,753,580
TGMA3,201909,TEND3,0.927739290341362,629,580
TGMA3,201910,AALR3,0.776096794296186,473,576
TGMA3,201910,ALSO3,0.782661596149228,682,576
TGMA3,201910,CPLE3,0.850204015425646,409,576
TGMA3,201910,DTEX3,0.88593919782904,624,576
TGMA3,201910,ECOR3,0.784992567062023,878,576
TGMA3,201910,GUAR3,0.839130288213704,571,576
TGMA3,201910,MEAL3,0.864818959603488,572,576
TGMA3,201910,MYPK3,0.866654420689417,570,576
TGMA3,201910,NEOE3,0.779419886814886,748,576
TGMA3,201910,SBSP3,0.778173451522456,939,576
TGMA3,201910,SULA11,0.72180107659559,888,576
TGMA3,201910,TEND3,0.930919420076889,620,576
TGMA3,201911,AALR3,0.813605026391352,404,497
TGMA3,201911,ALSO3,0.801054845440047,698,497
TGMA3,201911,BPAC11,0.719339282295061,940,497
TGMA3,201911,CIEL3,0.88916265670103,840,497
TGMA3,201911,CPLE3,0.928162643222081,326,497
TGMA3,201911,DTEX3,0.833643357435853,574,497
TGMA3,201911,ECOR3,0.865926684910002,875,497
TGMA3,201911,GUAR3,0.858828825601006,513,497
TGMA3,201911,IDNT3,0.8092688990136,222,497
TGMA3,201911,LINX3,0.803590818080248,670,497
TGMA3,201911,MEAL3,0.932195010277583,532,497
TGMA3,201911,MYPK3,0.846306919525345,523,497
TGMA3,201911,NEOE3,0.802551147600531,732,497
TGMA3,201911,SBSP3,0.823530469191489,945,497
TGMA3,201911,TEND3,0.937429292370235,564,497
TGMA3,201912,AALR3,0.807250410777324,414,504
TGMA3,201912,ALSO3,0.702829731120364,706,504
