ticker,ym,tercil_hhi,deg_avg_sub,eigen_cent_sub,n_tickers_subgrupo
GRND3,201702,3,0.0651868433066332,0.508066479578997,73
GUAR4,201702,3,0.0962942716816946,0.738679709420691,73
HBOR3,201702,3,0.0792679454104362,0.741661547407964,73
IGBR3,201702,3,0.0299505571075826,0.0284038433249677,73
INEP3,201702,3,0.0359347755447766,0.0268080276927189,73
INEP4,201702,3,0.0339763027838288,0.0220263676715332,73
ITSA3,201702,3,0.0877264509750455,0.390880647479934,73
JHSF3,201702,3,0.000239902817963144,0.00068821117641581,73
JOPA3,201702,3,0.086098388522775,0.24413095237321,73
KLBN3,201702,3,0.0328186581178219,0.0158305262804647,73
KLBN4,201702,3,0.0431917017694292,0.0420203874065466,73
LLIS3,201702,3,0.0847977709722046,0.243553615813542,73
LPSB3,201702,3,0.000293229547441616,0.00121335820423482,73
LUPA3,201702,3,0.0710867522110461,0.219689060214077,73
MGEL4,201702,3,0.086098388522775,0.24413095237321,73
MILS3,201702,3,0.0259033743115257,0.00830576900790726,73
MMXM3,201702,3,0.028472660855053,0.0247463583152056,73
OGXP3,201702,3,0.00440585452443985,0.0126801693439588,73
OIBR3,201702,3,0.12466598825196,1,73
OIBR4,201702,3,0.0947696912489929,0.905944874542826,73
OSXB3,201702,3,0.0847977709722046,0.243553615813542,73
PDGR3,201702,3,0.000359960106356891,0.00195457628550624,73
PINE4,201702,3,0.0217252002655554,0.0197777199901834,73
PMAM3,201702,3,0.0832459630299739,0.592114465326388,73
PNVL3,201702,3,0.0832518829199961,0.80064190182061,73
POMO3,201702,3,0.0401257803352842,0.0344519367348491,73
PRIO3,201702,3,0.0918814682210952,0.872846194164848,73
PRML3,201702,3,0.0292835532787137,0.0282816433714028,73
PTBL3,201702,3,0.0248084177616356,0.00360743949296508,73
RDNI3,201702,3,0.0357384132512157,0.012628338953726,73
REDE3,201702,3,0.0865041176305155,0.796897537719923,73
REDE4,201702,3,0.086517031445317,0.796977134986421,73
RSID3,201702,3,0.0902264474013918,0.694211753900214,73
SANB3,201702,3,0.0328186581178219,0.0158305262804647,73
SCAR3,201702,3,0.0385621365896694,0.0291609291392603,73
SEDU3,201702,3,0.0292162550195223,0.274489746964512,73
SGPS3,201702,3,0.0910621194990761,0.838225088959197,73
SHOW3,201702,3,0.0372474898746468,0.0452282182505281,73
