ticker,ym,n_fundos,mean_peso,cv_peso,wmean_peso,cv_peso_ponderado
CYRE3,201912,993,0.00602800144766491,1.92905843495714,0.00715835939454859,1.71979320584318
NTCO3,201912,1107,0.010051971770321,1.62711707340156,0.00872784193483003,1.65721294794027
BRPR3,201912,686,0.00249694559956495,1.88592649002801,0.00274329518099836,1.44178957454476
ELET3,201912,1028,0.0039393644593821,1.54230875067931,0.00400123854623207,1.45654368099928
DTEX3,201912,632,0.00381074750085518,2.19815280758609,0.00524384613396521,1.79843253012359
BBSE3,201912,849,0.00329494259886325,2.39112294629694,0.00292354972245548,2.30344242784775
ALSO3,201912,854,0.00862975024255799,1.65468587768847,0.00855145405043025,1.5493920820711
CCRO3,201912,937,0.00489691308229225,3.75724578509742,0.00431070595584041,2.23087621300752
VVAR3,201912,1062,0.00860572081144286,1.87314226124191,0.00879140473201006,1.90638522273442
EQTL3,201912,1116,0.0164177213555066,2.23925068731821,0.0165025273850352,1.83733153461118
CPLE6,201912,691,0.00506930541494363,2.28095142834631,0.00548749420196306,2.11603730841547
