ticker,ym,n_fundos,n_fundos_com_churn,frag_laum_medio,frag_flow_medio,frag_cotistas_medio,frag_exit_rate_medio
NINJ3,202306,4871,4790,18.9808860197806,-0.012762288166052,2.25271968336462,0.11672857377067
LWSA3,202306,5481,5381,20.1067427718916,-0.0215296274422869,3.26108529178521,0.0826556602334298
LREN3,202306,15199,14921,20.1574426394967,-0.0264496674692839,3.0057297786132,0.100416088118186
HAPV3,202306,9832,9610,20.1681349988638,-0.0258422559877951,2.84981610839159,0.0901447692380512
FLRY3,202306,7291,7162,20.1756693994359,-0.0141045143646012,2.98142413911159,0.0959196535584506
ENJU3,202306,5237,5136,19.5250192441489,-0.0299153060788756,2.74971646509087,0.0790130994098403
ENEV3,202306,8350,8165,20.34979642606,-0.0183981898279908,2.95722139359434,0.0552276051439517
ELET3,202306,15429,15075,20.3692476394297,-0.0154262181901707,3.93103520318188,0.0778336264057602
EGIE3,202306,4548,4487,20.2501423681586,-0.0255997033686367,2.93861805309748,0.102291165993896
CIEL3,202306,7990,7846,20.2892017545767,-0.0200713218746041,3.22718675433023,0.109527445287475
BBSE3,202306,8396,8264,20.0347811214867,-0.0210944687827508,3.53377315033196,0.10906143408992
BBAS3,202306,15220,14939,20.1338743511772,-0.0211269491396833,3.11955319090723,0.0919697280644434
AURE3,202306,7641,7474,19.8879106818255,-0.014730423773197,3.10058087327406,0.100267207278367
ITUB4,202306,10446,10285,20.1597484174536,-0.0203939093750433,3.08383614681347,0.0927650841953744
GOAU4,202306,13776,13543,20.2647086181067,-0.0138690810745479,3.25338356407284,0.110370816079171
CMIG4,202306,11152,10956,21.4190845802601,-0.0125388795537114,2.43496536964242,0.0688080462425736
IGTI11,202306,5095,4999,20.7738816400338,-0.0232575267519794,2.20201344444567,0.0392924737903435
STBP3,202307,7712,7602,20.9851967196714,-0.010507306761537,2.63637876350533,0.0787783199687374
SUZB3,202307,8478,8355,20.7666865466698,-0.0100796880426988,2.74556897947275,0.0848012167051266
SOMA3,202307,9513,9361,20.5139471536974,-0.0141130054003352,2.85750827836248,0.0946259832161637
