ticker,ym,hhi_posse,n_fundos,hhi_prev1,hhi_prev3,hhi_prev6,delta_hhi_1m,delta_hhi_3m,delta_hhi_6m,delta_hhi_3m_pct,delta_hhi_6m_pct
AALR3,201904,0.0536041133483811,489,0.0545305250859002,0.066540682869194,0.0653156033492679,-0.000926411737519159,-0.0129365695208129,-0.0117114900008868,-0.194415941691547,-0.179306159636327
AALR3,201905,0.0517287947015507,486,0.0536041133483811,0.0586816964306345,0.0740969518283205,-0.00187531864683037,-0.00695290172908382,-0.0223681571267698,-0.118485015805611,-0.301876886630855
AALR3,201906,0.0459983909191246,494,0.0517287947015507,0.0545305250859002,0.0610641986158157,-0.00573040378242606,-0.00853213416677559,-0.015065807696691,-0.156465285330284,-0.246720796116188
AALR3,201907,0.0502528428483327,487,0.0459983909191246,0.0536041133483811,0.066540682869194,0.00425445192920802,-0.00335127050004841,-0.0162878400208613,-0.0625189055598776,-0.244780175353476
AALR3,201908,0.0468560969470445,487,0.0502528428483327,0.0517287947015507,0.0586816964306345,-0.00339674590128819,-0.00487269775450622,-0.01182559948359,-0.0941970092792468,-0.201521090951565
AALR3,201909,0.0558206411127359,487,0.0468560969470445,0.0459983909191246,0.0545305250859002,0.00896454416569142,0.00982225019361125,0.00129011602683566,0.213534647568019,0.0236586026781033
AALR3,201910,0.0562714071991534,478,0.0558206411127359,0.0502528428483327,0.0536041133483811,0.000450766086417524,0.00601856435082075,0.00266729385077234,0.119765649258596,0.0497591263834028
AALR3,201911,0.0634967431574699,425,0.0562714071991534,0.0468560969470445,0.0517287947015507,0.00722533595831648,0.0166406462104254,0.0117679484559192,0.355143669547044,0.227493188732009
AALR3,201912,0.0708698133887811,505,0.0634967431574699,0.0558206411127359,0.0459983909191246,0.00737307023131124,0.0150491722760452,0.0248714224696565,0.269598699980027,0.540702010933078
AALR3,202001,0.0784272140552195,482,0.0708698133887811,0.0562714071991534,0.0502528428483327,0.00755740066643833,0.0221558068560661,0.0281743712068868,0.393731167547546,0.560652285720819
AALR3,202002,0.0990786104258941,467,0.0784272140552195,0.0634967431574699,0.0468560969470445,0.0206513963706746,0.0355818672684242,0.0522225134788496,0.560373107329022,1.11452973852837
AALR3,202003,0.123109158982074,459,0.0990786104258941,0.0708698133887811,0.0558206411127359,0.0240305485561804,0.0522393455932934,0.0672885178693386,0.737117019156184,1.20544150923387
AALR3,202004,0.140711857652641,415,0.123109158982074,0.0784272140552195,0.0562714071991534,0.0176026986705669,0.0622846435974219,0.084440450453488,0.794171313462291,1.50059247949211
AALR3,202005,0.14504208187621,405,0.140711857652641,0.0990786104258941,0.0634967431574699,0.00433022422356866,0.0459634714503159,0.0815453387187402,0.463909124812508,1.284244429931
AALR3,202006,0.122853205328811,407,0.14504208187621,0.123109158982074,0.0708698133887811,-0.0221888765473989,-0.000255953653263308,0.0519833919400301,-0.00207907888722216,0.733505415837022
AALR3,202007,0.170755363503651,408,0.122853205328811,0.140711857652641,0.0784272140552195,0.0479021581748394,0.0300435058510092,0.0923281494484311,0.213510832364775,1.17724632400463
AALR3,202008,0.17624241310585,407,0.170755363503651,0.14504208187621,0.0990786104258941,0.00548704960219973,0.0312003312296403,0.0771638026799562,0.215112268288241,0.778813937218779
AALR3,202009,0.171553714271908,507,0.17624241310585,0.122853205328811,0.123109158982074,-0.00468869883394255,0.0487005089430966,0.0484445552898333,0.396412196269131,0.393508945154008
AALR3,202010,0.183933013247054,488,0.171553714271908,0.170755363503651,0.140711857652641,0.0123792989751466,0.0131776497434038,0.0432211555944129,0.0771726842016418,0.307160720606133
AALR3,202011,0.214651270588719,519,0.183933013247054,0.17624241310585,0.14504208187621,0.030718257341665,0.0384088574828691,0.0696091887125093,0.217931976792674,0.479924086941327
AALR3,202012,0.156466043323714,495,0.214651270588719,0.171553714271908,0.122853205328811,-0.0581852272650059,-0.0150876709481942,0.0336128379949023,-0.0879472124064928,0.273601636236833
AALR3,202101,0.194076928898024,501,0.156466043323714,0.183933013247054,0.170755363503651,0.0376108855743102,0.0101439156509693,0.0233215653943731,0.0551500542066599,0.136578816125296
AALR3,202102,0.213357870972347,390,0.194076928898024,0.214651270588719,0.17624241310585,0.019280942074323,-0.00129339961637268,0.0371154578664964,-0.00602558565260432,0.210593223347464
AALR3,202103,0.114913786608184,573,0.213357870972347,0.156466043323714,0.171553714271908,-0.0984440843641626,-0.0415522567155295,-0.0566399276637237,-0.265567249179822,-0.330158562314489
AALR3,202104,0.137039462363159,437,0.114913786608184,0.194076928898024,0.183933013247054,0.0221256757549754,-0.0570374665348642,-0.0468935508838949,-0.293891019704017,-0.254949071164884
AALR3,202105,0.0490203290734822,528,0.137039462363159,0.213357870972347,0.214651270588719,-0.0880191332896772,-0.164337541898864,-0.165630941515237,-0.770243634087276,-0.771628050749314
AALR3,202106,0.219735313360476,579,0.0490203290734822,0.114913786608184,0.156466043323714,0.170714984286994,0.104821526752292,0.0632692700367625,0.912175378135409,0.404364223014602
AALR3,202107,0.0544520994985098,562,0.219735313360476,0.137039462363159,0.194076928898024,-0.165283213861966,-0.0825873628646496,-0.139624829399514,-0.60265387385854,-0.719430332045695
AALR3,202108,0.0692962155150181,591,0.0544520994985098,0.0490203290734822,0.213357870972347,0.0148441160165083,0.0202758864415359,-0.144061655457329,0.413621997745915,-0.675211347023614
AALR3,202109,0.0596331913863655,534,0.0692962155150181,0.219735313360476,0.114913786608184,-0.00966302412865264,-0.160102121974111,-0.0552805952218186,-0.728613528365661,-0.481061470981773
AALR3,202110,0.044225440083218,514,0.0596331913863655,0.0544520994985098,0.137039462363159,-0.0154077513031475,-0.0102266594152918,-0.0928140222799415,-0.18781019482218,-0.677279527221006
AALR3,202111,0.0273176984974891,633,0.044225440083218,0.0692962155150181,0.0490203290734822,-0.0169077415857289,-0.041978517017529,-0.0217026305759931,-0.605783688265505,-0.442727149861857
