ticker,hhi_posse,n_fundos,ret_evento,ret_pos3,n_meses_pos3,vol_pos6,n_meses_pos6,evento,mes_evento_num
CIEL3,0.015594480703107,818,-0.1171875,-0.109144542772862,3,0.140886442863605,6,Greve caminhoneiros (mai/2018),201805
CLSC4,0.332995433020246,16,0.0513921065695846,-0.019100029367316,3,0.117877679304003,6,Greve caminhoneiros (mai/2018),201805
CMIG3,0.0572558969390713,571,-0.0872851603169849,0.00285731832292813,3,0.288452227720615,6,Greve caminhoneiros (mai/2018),201805
CMIG4,0.0183984471344195,919,-0.0363971430538441,-0.0273794336898716,3,0.23511161522875,6,Greve caminhoneiros (mai/2018),201805
COCE5,0.390263972186192,34,-0.0798767694604426,-0.145669432402111,3,0.0817582558317717,6,Greve caminhoneiros (mai/2018),201805
CPFE3,0.0704954386808107,743,-0.0533279296805542,-0.0349346101626019,3,0.0500166419097874,6,Greve caminhoneiros (mai/2018),201805
CPLE3,0.066800174736458,402,-0.128608913338914,-0.062328883974188,3,0.136638089690157,6,Greve caminhoneiros (mai/2018),201805
CPLE6,0.0340792852383028,778,-0.12280701754386,-0.132340425531915,3,0.138134984222422,6,Greve caminhoneiros (mai/2018),201805
CPRE3,0.0713115546267679,432,0.0516002612671458,0.027950310559006,3,0.0617948619209051,6,Greve caminhoneiros (mai/2018),201805
CRDE3,0.0727283151301079,182,-0.1875,-0.076923076923077,3,0.202208926617288,6,Greve caminhoneiros (mai/2018),201805
CREM3,0.267400821267752,10,-0.0859812602096634,-0.0143149309512495,3,0.0202633130892641,6,Greve caminhoneiros (mai/2018),201805
CRFB3,0.0269192108027559,589,0.0562913907284768,-0.0884012539184953,3,0.064634260470929,6,Greve caminhoneiros (mai/2018),201805
CRIV3,0.148020408683881,124,-0.0801781737193764,0,3,0.0567995647277756,6,Greve caminhoneiros (mai/2018),201805
CSAN3,0.0344509721198054,860,0.00336982430361776,-0.103092720165361,3,0.0658960753180649,6,Greve caminhoneiros (mai/2018),201805
CSMG3,0.0236530180767342,641,-0.103252727753551,-0.021000099360779,3,0.139782195425607,6,Greve caminhoneiros (mai/2018),201805
CSNA3,0.0230860343860175,778,-0.123006710507651,0.14025958006914,3,0.085170729516809,6,Greve caminhoneiros (mai/2018),201805
CTNM4,0.147076075824681,125,-0.269788183305767,-0.143511454938598,3,0.134306411123092,6,Greve caminhoneiros (mai/2018),201805
CVCB3,0.0130697295305148,876,-0.120538052786867,-0.165686342409829,3,0.146902032013078,6,Greve caminhoneiros (mai/2018),201805
CYRE3,0.0123029383915983,883,-0.125080964351421,-0.0650126268089449,3,0.160527232247791,6,Greve caminhoneiros (mai/2018),201805
DIRR3,0.110773310518965,394,0.0377670461722597,0.0680375534125135,3,0.0905779996805733,6,Greve caminhoneiros (mai/2018),201805
DTEX3,0.0301840564800242,556,-0.0887850467289719,-0.00923076923076915,3,0.149966309131339,6,Greve caminhoneiros (mai/2018),201805
ECOR3,0.0606145962658892,789,-0.175124888747511,-0.101265819158173,3,0.14651370494596,6,Greve caminhoneiros (mai/2018),201805
EGIE3,0.0309479488627918,793,0,0.0463714795541712,3,0.0867353489728646,6,Greve caminhoneiros (mai/2018),201805
ELET3,0.0230371801048707,854,-0.232826428945989,0.0813397129186608,3,0.280690296683853,6,Greve caminhoneiros (mai/2018),201805
ELET6,0.0218257384230174,865,-0.265350877192982,0.0805970149253734,3,0.256047856887198,6,Greve caminhoneiros (mai/2018),201805
ELPL3,0.0477117683778351,649,0.0245901639344264,-0.288285714285714,3,0.190380095712897,6,Greve caminhoneiros (mai/2018),201805
EMBR3,0.0119462408755969,880,0.0158084914182475,-0.128501556247221,3,0.104033216152966,6,Greve caminhoneiros (mai/2018),201805
ENBR3,0.0229774138361938,797,-0.0482361411087113,0.0143721633888048,3,0.0534095979676746,6,Greve caminhoneiros (mai/2018),201805
ENEV3,0.135056766562376,323,-0.0218045080973043,-0.0061491100921317,3,0.0505787332921627,6,Greve caminhoneiros (mai/2018),201805
ENGI11,0.0180606975846355,814,-0.0905526623027377,0.0122300612777198,3,0.0543886094823272,6,Greve caminhoneiros (mai/2018),201805
ENGI4,0.303294767352698,88,-0.116117962597469,-0.00827380778587994,3,0.107433332528401,6,Greve caminhoneiros (mai/2018),201805
EQTL3,0.0141141306136886,1017,-0.145607933383043,-0.0623458383218191,3,0.0967629987596113,6,Greve caminhoneiros (mai/2018),201805
